index,src,tar
3,느낌,-
4,있는,-
5,안떫은거로,tannic
6,500000대의,-
7,와인,-
8,있을까,-
1,드라이했으면,sweet
2,타닌강한,tannic
3,느낌,-
4,있는,-
5,시었으면,acidic
6,50만원,-
7,와인,-
8,있을까,-
1,탄닌감이낮은,tannic
2,묵직,bold
3,느낌,-
4,있는,-
5,적당히신,acidic
6,십만대의,-
7,와인,-
8,있을까,-
1,안시고,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,스위트한거로,sweet
6,바디감은,-
7,풀바디한거로,bold
8,추천해줘,-
9,가격은,-
10,40만원대의,-
11,,-
1,산미가높은,acidic
2,타닌감높은,tannic
3,느낌의,-
4,당도는,-
5,단맛이잘안느껴지는,sweet
6,바디감은,-
7,청량한걸로,bold
8,추천해줘,-
9,가격은,-
10,70000원보다,-
11,낮은,-
12,,-
1,무슨,-
2,포도주,-
3,살까,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,드라이한거,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,무거운거,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,산미있는,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,팔만대,-
5,와인,-
6,좀,-
7,추천해줘,-
1,떫지않은,tannic
2,와인,-
3,추천해줘,-
1,드라이,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,상쾌하고,bold
5,와인,-
6,있어,-
1,산미없는,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,만원보다,-
4,저렴한,-
5,화이트와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,달달하지않으면,sweet
5,무겁지않은거로,bold
6,와인,-
7,있어,-
8,,-
1,시큼,acidic
2,사만원,-
3,넘어도,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,신맛이있는,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,단거로,sweet
6,,-
1,달지않게,sweet
2,2만대의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,가볍지않았으면,bold
2,느낌을,-
3,주는,-
4,신걸로,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,풀이였으면,bold
4,느낌의,-
5,삼만원쯤,-
6,와인,-
7,추천해줘,-
8,,-
1,안쓴거,tannic
2,스위트로,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,씁쓸하지않고,tannic
2,60000이하,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌강한,tannic
2,무거운걸로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,스파이시한,tannic
2,시지않으며,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,드라이했으면,sweet
2,맛에,-
3,해비한걸로,bold
4,느낌으로,-
5,산미가거의없는,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,단맛,sweet
4,무거운거,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,십만원쯤,-
9,,-
1,달짝지근하며,sweet
2,와인,-
3,중에,-
4,신걸로,acidic
5,십오만원대,-
6,와인,-
7,추천해줘,-
8,,-
1,조금신,acidic
2,와인,-
3,중에서,-
4,90000원,-
5,어치,-
6,추천,-
7,해줄래,-
8,바디감은,-
9,가볍지않게,bold
10,,-
11,,-
1,레드와인,category
2,에,-
3,무겁고,bold
4,느낌을,-
5,주는,-
6,스위트했으면,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,덜단맛,sweet
4,와인,-
5,중에,-
6,산도없는,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,70000정도,-
2,단맛나는,sweet
3,맛,-
4,좀,-
5,내는,-
6,화이트와인,category
7,와인,-
1,신맛이있는,acidic
2,와인으로,-
3,안무거운거,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,풀인거,bold
4,느낌있는,-
5,60000보다,-
6,저렴한,-
7,와인,-
8,화이트와인,category
9,로,-
10,추천해줘,-
11,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,신걸로,acidic
7,맛나는,-
8,20000원보다,-
9,저렴한,-
10,와인,-
1,당도없는,sweet
2,맛에,-
3,미디엄,bold
4,느낌으로,-
5,탄닌감이높은,tannic
6,추천해줘,-
7,,-
1,적당히단,sweet
2,맛에,-
3,부드럽지않은,tannic
4,느낌으로,-
5,새콤한거,acidic
6,추천해줘,-
7,,-
1,안달고,sweet
2,맛에,-
3,90000원,-
4,이하,-
5,느낌으로,-
6,안떫고,tannic
7,추천해줘,-
8,,-
1,타닌강한,tannic
2,맛에,-
3,바디감이있는,bold
4,느낌으로,-
5,시지않게,acidic
6,추천해줘,-
7,,-
1,청량,bold
2,맛에,-
3,쌉싸래한,tannic
4,느낌으로,-
5,육만정도,-
6,추천해줘,-
7,,-
1,새콤하며,acidic
2,맛에,-
3,쌉쌀한,tannic
4,느낌으로,-
5,80000원,-
6,넘어도,-
7,추천해줘,-
8,,-
1,달달하지않은거로,sweet
2,라이트하게,bold
3,느낌,-
4,있는,-
5,상큼한,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,달콤한거,sweet
2,마실,-
3,때,-
4,진하게,bold
5,느낌,-
6,주는,-
7,15만정도의,-
8,의,-
9,화이트와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,달콤한거,sweet
2,화이트와인,category
3,와인인데,-
4,적당한산도의,acidic
5,1만원보다,-
6,비싼,-
7,와인,-
8,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,산도없는,acidic
5,레드와인,category
6,와인으로,-
7,라이트하며,bold
8,5만대의,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,단거,sweet
4,목,-
5,넘김은,-
6,풀바디하며,bold
7,느낌으로,-
8,산미가높은,acidic
9,삼만정도,-
10,와인,-
11,추천해줘,-
12,,-
1,달달한,sweet
2,진한거,bold
3,느낌,-
4,있는,-
5,산도있는,acidic
6,덜쓴,tannic
7,와인,-
8,있을까,-
1,달지않게,sweet
2,헤비한걸로,bold
3,느낌,-
4,있는,-
5,떨떠름한,tannic
6,사만원쯤의,-
7,와인,-
8,있을까,-
1,당도가낮은,sweet
2,조금스파이시한,tannic
3,느낌,-
4,있는,-
5,새콤한거로,acidic
6,500000대,-
7,와인,-
8,있을까,-
1,부드러운,tannic
2,가벼우며,bold
3,느낌,-
4,있는,-
5,시지않으며,acidic
6,200000원쯤,-
7,와인,-
8,있을까,-
1,세콤했으면,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,달달한,sweet
6,바디감은,-
7,바디감높은,bold
8,추천해줘,-
9,가격은,-
10,600000원보다,-
11,저렴한,-
12,,-
1,시지않은,acidic
2,씁쓸하고,tannic
3,느낌의,-
4,당도는,-
5,달고,sweet
6,바디감은,-
7,진한걸로,bold
8,추천해줘,-
9,가격은,-
10,팔만원쯤,-
11,,-
1,맛있는,-
2,포도주,-
3,추천해줘,-
1,레드와인,category
2,와인,-
3,추천해줘,-
1,적당히달은,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,가벼운거,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,상큼하며,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,40만원쯤의,-
5,와인,-
6,좀,-
7,추천해줘,-
1,타닌감이높은,tannic
2,와인,-
3,추천해줘,-
1,단맛이있는,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,헤비하며,bold
5,와인,-
6,있어,-
1,새콤한거로,acidic
2,화이트와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,600000원,-
4,레드와인,category
5,와인,-
6,추천,-
1,화날,-
2,때,-
3,먹을,-
4,안단거로,sweet
5,가볍지않으며,bold
6,와인,-
7,있어,-
8,,-
1,상큼하게,acidic
2,5만이하,-
3,취하지,-
4,않게,-
5,기분만,-
6,낼,-
7,수,-
8,있는,-
9,와인,-
10,추천해줘,-
11,,-
1,새콤한,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,당도가높은,sweet
6,,-
1,달콤한,sweet
2,8만원대,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안무거운거,bold
2,느낌을,-
3,주는,-
4,산미가살짝있는,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,가볍지않은거,bold
4,느낌의,-
5,4만대,-
6,와인,-
7,추천해줘,-
8,,-
1,탄닌이없는,tannic
2,안달달한걸로,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,매끄럽게넘어가는,tannic
2,300000대의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,스파이시가강한,tannic
2,청량하며,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,떫지않게,tannic
2,조금시큼하며,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,달콤하게,sweet
2,맛에,-
3,진하며,bold
4,느낌으로,-
5,시고,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,보통닷맛,sweet
4,상쾌했으면,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,300000정도의,-
9,,-
1,보통닷맛,sweet
2,와인,-
3,중에,-
4,산미가조금있는,acidic
5,만보다,-
6,저렴한,-
7,와인,-
8,추천해줘,-
9,,-
1,시지않은,acidic
2,와인,-
3,중에서,-
4,40만정도,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,찐하고,bold
9,,-
10,,-
1,화이트와인,category
2,에,-
3,묵직,bold
4,느낌을,-
5,주는,-
6,드라이하게,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,달콤하며,sweet
4,와인,-
5,중에,-
6,새콤하며,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,이만대,-
2,스위트로단맛안나는,sweet
3,맛,-
4,좀,-
5,내는,-
6,화이트와인,category
7,와인,-
1,산미가강한,acidic
2,와인으로,-
3,풀바디한거,bold
4,느낌을,-
5,주는,-
6,화이트와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,상쾌한걸로,bold
4,느낌있는,-
5,오십만보다,-
6,저렴한,-
7,와인,-
8,화이트와인,category
9,로,-
10,추천해줘,-
11,,-
1,레드와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,적당히신,acidic
7,맛나는,-
8,30만원쯤,-
9,와인,-
1,적당히달달한,sweet
2,맛에,-
3,끈적하고,bold
4,느낌으로,-
5,안씁쓸한,tannic
6,추천해줘,-
7,,-
1,덜단것으로,sweet
2,맛에,-
3,안떫고,tannic
4,느낌으로,-
5,상큼한걸로,acidic
6,추천해줘,-
7,,-
1,달달하지않은거로,sweet
2,맛에,-
3,육십만원,-
4,느낌으로,-
5,쓰며,tannic
6,추천해줘,-
7,,-
1,탄닌이있는,tannic
2,맛에,-
3,상쾌하며,bold
4,느낌으로,-
5,산도있는,acidic
6,추천해줘,-
7,,-
1,바디감좋은,bold
2,맛에,-
3,떫은,tannic
4,느낌으로,-
5,이만이하,-
6,추천해줘,-
7,,-
1,신맛이없는,acidic
2,맛에,-
3,목에걸리는,tannic
4,느낌으로,-
5,10만원,-
6,이하,-
7,추천해줘,-
8,,-
1,달지않은,sweet
2,무겁게,bold
3,느낌,-
4,있는,-
5,산미가없는,acidic
6,레드와인,category
7,와인,-
8,있을까,-
1,안달달하게,sweet
2,마실,-
3,때,-
4,라이트하며,bold
5,느낌,-
6,주는,-
7,7만대,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,드라이,sweet
2,화이트와인,category
3,와인인데,-
4,산미가조금있는,acidic
5,구만원대의,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,신맛이있는,acidic
5,화이트와인,category
6,와인으로,-
7,끈적한거로,bold
8,90000원이하,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,달짝지근한,sweet
4,목,-
5,넘김은,-
6,청량한거로,bold
7,느낌으로,-
8,산미가없는,acidic
9,7만이하,-
10,와인,-
11,추천해줘,-
12,,-
1,달게,sweet
2,무겁지않고,bold
3,느낌,-
4,있는,-
5,시지않게,acidic
6,떫지않게,tannic
7,와인,-
8,있을까,-
1,달짝지근,sweet
2,무거운거,bold
3,느낌,-
4,있는,-
5,쌉싸름하고,tannic
6,3만원보다,-
7,낮은,-
8,와인,-
9,있을까,-
1,달짝지근한거로,sweet
2,떫은,tannic
3,느낌,-
4,있는,-
5,조금시큼하고,acidic
6,10만정도,-
7,와인,-
8,있을까,-
1,씁쓰레한,tannic
2,찐한,bold
3,느낌,-
4,있는,-
5,산미없는,acidic
6,4만원보다,-
7,낮은,-
8,와인,-
9,있을까,-
1,시큼한,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,드라이한거로,sweet
6,바디감은,-
7,청량하게,bold
8,추천해줘,-
9,가격은,-
10,1만원,-
11,어치,-
12,,-
1,적당히신,acidic
2,쓰지않은,tannic
3,느낌의,-
4,당도는,-
5,달지않게,sweet
6,바디감은,-
7,중후한,bold
8,추천해줘,-
9,가격은,-
10,90000원보다,-
11,저렴한,-
12,,-
1,포도주,-
2,추천해줘,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,달콤한,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,청량한거로,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,신맛이나는,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,8만원대의,-
5,와인,-
6,좀,-
7,추천해줘,-
1,탄닌이있는,tannic
2,와인,-
3,추천해줘,-
1,스위트한거로,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,해비로,bold
5,와인,-
6,있어,-
1,시큼하고,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,30만보다,-
4,저렴한,-
5,화이트와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,달콤한거,sweet
5,가볍지않은걸로,bold
6,와인,-
7,있어,-
8,,-
1,산미가높은,acidic
2,5만원,-
3,이하,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,시지만,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,달콤했으면,sweet
6,,-
1,달콤한걸로,sweet
2,6만대,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,헤비하고,bold
2,느낌을,-
3,주는,-
4,시지않은걸로,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,라이트로,bold
4,느낌의,-
5,10만원이하,-
6,와인,-
7,추천해줘,-
8,,-
1,안씁쓸한,tannic
2,달지않으며,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,씁쓰레한,tannic
2,15만정도,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,떨떠름한,tannic
2,묵직한,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,탄닌이없는,tannic
2,산미있는,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,달지않고,sweet
2,맛에,-
3,청량하고,bold
4,느낌으로,-
5,안신거로,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,스위트한거,sweet
4,리치한,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,칠만원,-
9,넘어도,-
10,,-
1,달콤한거로,sweet
2,와인,-
3,중에,-
4,시큼한거,acidic
5,구만정도,-
6,와인,-
7,추천해줘,-
8,,-
1,산미가보통인,acidic
2,와인,-
3,중에서,-
4,1만원,-
5,넘어도,-
6,추천,-
7,해줄래,-
8,바디감은,-
9,헤비한거,bold
10,,-
11,,-
1,레드와인,category
2,에,-
3,찐하고,bold
4,느낌을,-
5,주는,-
6,달지않은거,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,덜단,sweet
4,와인,-
5,중에,-
6,적당한산도의,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,팔만원,-
2,넘어도,-
3,단맛않나는,sweet
4,맛,-
5,좀,-
6,내는,-
7,화이트와인,category
8,와인,-
1,산미,acidic
2,와인으로,-
3,풀인거로,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,헤비한,bold
4,느낌있는,-
5,2만원쯤,-
6,와인,-
7,화이트와인,category
8,로,-
9,추천해줘,-
10,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,조금신,acidic
7,맛나는,-
8,200000원쯤,-
9,와인,-
1,드라이,sweet
2,맛에,-
3,파워풀한,bold
4,느낌으로,-
5,안씁쓸한,tannic
6,추천해줘,-
7,,-
1,달달했으면,sweet
2,맛에,-
3,쌉싸름한,tannic
4,느낌으로,-
5,산도없는,acidic
6,추천해줘,-
7,,-
1,달콤했으면,sweet
2,맛에,-
3,팔만원,-
4,넘어도,-
5,느낌으로,-
6,많이쓰지않은,tannic
7,추천해줘,-
8,,-
1,안쓴,tannic
2,맛에,-
3,적당한바디감이있는,bold
4,느낌으로,-
5,안신거로,acidic
6,추천해줘,-
7,,-
1,해비하게,bold
2,맛에,-
3,쌉쌀한,tannic
4,느낌으로,-
5,삼십만원보다,-
6,저렴한,-
7,추천해줘,-
8,,-
1,새콤한,acidic
2,맛에,-
3,적당히타닌,tannic
4,느낌으로,-
5,100000원,-
6,추천해줘,-
7,,-
1,적당히달은,sweet
2,안무거운거,bold
3,느낌,-
4,있는,-
5,시지않게,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,보통닷맛,sweet
2,마실,-
3,때,-
4,적당한바디감의,bold
5,느낌,-
6,주는,-
7,20만정도,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,달콤했으면,sweet
2,화이트와인,category
3,와인인데,-
4,산미가있는,acidic
5,육만원보다,-
6,비싼,-
7,와인,-
8,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,상큼하며,acidic
5,화이트와인,category
6,와인으로,-
7,무거웠으면,bold
8,60만대의,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,달지않은걸로,sweet
4,목,-
5,넘김은,-
6,바디감이있는,bold
7,느낌으로,-
8,조금시큼한,acidic
9,오만원쯤의,-
10,와인,-
11,추천해줘,-
12,,-
1,스위트한걸로,sweet
2,청량한거로,bold
3,느낌,-
4,있는,-
5,새콤한거,acidic
6,타닌감이보통인,tannic
7,와인,-
8,있을까,-
1,당도낮은,sweet
2,풀바디한거로,bold
3,느낌,-
4,있는,-
5,덜씁쓸한,tannic
6,만대의,-
7,와인,-
8,있을까,-
1,단게,sweet
2,쌉싸래한,tannic
3,느낌,-
4,있는,-
5,신맛,acidic
6,2만대,-
7,와인,-
8,있을까,-
1,안쓴,tannic
2,풀바디하게,bold
3,느낌,-
4,있는,-
5,안시며,acidic
6,30만원,-
7,와인,-
8,있을까,-
1,산미가없는,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,달달하지만,sweet
6,바디감은,-
7,견고한,bold
8,추천해줘,-
9,가격은,-
10,300000원이하,-
11,,-
1,안시었으면,acidic
2,떫지않게,tannic
3,느낌의,-
4,당도는,-
5,달콤했으면,sweet
6,바디감은,-
7,청량하며,bold
8,추천해줘,-
9,가격은,-
10,10000원보다,-
11,비싼,-
12,,-
1,무슨,-
2,와인,-
3,살까,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,안달달했으면,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,산뜻한,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,조금시큼하게,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,3만원보다,-
5,비싼,-
6,와인,-
7,좀,-
8,추천해줘,-
1,씁쓸하고,tannic
2,와인,-
3,추천해줘,-
1,달달하지않은거로,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,리치한,bold
5,와인,-
6,있어,-
1,상큼한거로,acidic
2,화이트와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,이만원,-
4,넘어도,-
5,화이트와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,스위트로,sweet
5,해비한걸로,bold
6,와인,-
7,있어,-
8,,-
1,조금시큼한걸로,acidic
2,200000원대의,-
3,취하지,-
4,않게,-
5,기분만,-
6,낼,-
7,수,-
8,있는,-
9,와인,-
10,추천해줘,-
11,,-
1,신맛이있는,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,달게,sweet
6,,-
1,달콤한,sweet
2,50000원,-
3,넘어도,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,진하게,bold
2,느낌을,-
3,주는,-
4,조금시큼한거로,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,끈적하며,bold
4,느낌의,-
5,육만원보다,-
6,비싼,-
7,와인,-
8,추천해줘,-
9,,-
1,떨떠름하지않은,tannic
2,달달하지않은,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,탄닌이없는,tannic
2,이만원대,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,탄닌이보통인,tannic
2,가볍지않은,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌감이없는,tannic
2,안시게,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,달고,sweet
2,맛에,-
3,바디감좋은,bold
4,느낌으로,-
5,시지않았으면,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,덜단맛,sweet
4,상쾌하게,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,이십만원,-
9,이하,-
10,,-
1,달달하지만,sweet
2,와인,-
3,중에,-
4,산도가적당함,acidic
5,사십만정도,-
6,와인,-
7,추천해줘,-
8,,-
1,산도있는,acidic
2,와인,-
3,중에서,-
4,50만원대의,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,무겁지않은거로,bold
9,,-
10,,-
1,화이트와인,category
2,에,-
3,진한걸로,bold
4,느낌을,-
5,주는,-
6,덜단거,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,달지않고,sweet
4,와인,-
5,중에,-
6,적당히신,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,60만이하,-
2,달짝지근하며,sweet
3,맛,-
4,좀,-
5,내는,-
6,레드와인,category
7,와인,-
1,안시며,acidic
2,와인으로,-
3,풀바디한거로,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,풀바디한거로,bold
4,느낌있는,-
5,30000원,-
6,와인,-
7,화이트와인,category
8,로,-
9,추천해줘,-
10,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,안셨으면,acidic
7,맛나는,-
8,오만원,-
9,이하,-
10,와인,-
1,당도가있는,sweet
2,맛에,-
3,가볍지않은걸로,bold
4,느낌으로,-
5,쓴,tannic
6,추천해줘,-
7,,-
1,달콤하고,sweet
2,맛에,-
3,스무스하게넘어가는,tannic
4,느낌으로,-
5,새콤하고,acidic
6,추천해줘,-
7,,-
1,안달달한,sweet
2,맛에,-
3,3만원대의,-
4,느낌으로,-
5,떨떠름하지않은,tannic
6,추천해줘,-
7,,-
1,안부드러운,tannic
2,맛에,-
3,헤비하게,bold
4,느낌으로,-
5,시큼하고,acidic
6,추천해줘,-
7,,-
1,끈적,bold
2,맛에,-
3,쌉싸레한,tannic
4,느낌으로,-
5,150000원보다,-
6,저렴한,-
7,추천해줘,-
8,,-
1,시큼한거로,acidic
2,맛에,-
3,쓰고,tannic
4,느낌으로,-
5,8만원보다,-
6,저렴한,-
7,추천해줘,-
8,,-
1,적당히달은,sweet
2,라이트,bold
3,느낌,-
4,있는,-
5,상큼했으면,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,당도낮은,sweet
2,마실,-
3,때,-
4,헤비하며,bold
5,느낌,-
6,주는,-
7,80000이하,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,보통닷맛,sweet
2,레드와인,category
3,와인인데,-
4,안셨으면,acidic
5,10만원대의,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,시큼한,acidic
5,화이트와인,category
6,와인으로,-
7,헤비했으면,bold
8,200000원보다,-
9,비싼,-
10,추천해줘,-
1,간단하게,-
2,마실,-
3,적당히달달한,sweet
4,목,-
5,넘김은,-
6,안무거운거,bold
7,느낌으로,-
8,약간산미있는,acidic
9,10만원쯤의,-
10,와인,-
11,추천해줘,-
12,,-
1,안달게,sweet
2,찐하고,bold
3,느낌,-
4,있는,-
5,시큼했으면,acidic
6,떫지않은거로,tannic
7,와인,-
8,있을까,-
1,단맛이있는,sweet
2,가볍게,bold
3,느낌,-
4,있는,-
5,타닌이많은,tannic
6,30만대,-
7,와인,-
8,있을까,-
1,안달며,sweet
2,탄닌이보통인,tannic
3,느낌,-
4,있는,-
5,새콤하게,acidic
6,육만보다,-
7,저렴한,-
8,와인,-
9,있을까,-
1,안부드러운,tannic
2,풀하고,bold
3,느낌,-
4,있는,-
5,시지않은거로,acidic
6,구만대,-
7,와인,-
8,있을까,-
1,시큼한거,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,들척지근한,sweet
6,바디감은,-
7,상쾌하게,bold
8,추천해줘,-
9,가격은,-
10,6만원대의,-
11,,-
1,상큼하고,acidic
2,부드럽지않은,tannic
3,느낌의,-
4,당도는,-
5,달달한걸로,sweet
6,바디감은,-
7,끈적한거로,bold
8,추천해줘,-
9,가격은,-
10,200000원,-
11,이하,-
12,,-
1,포도주,-
2,추천해줘,-
1,레드와인,category
2,와인,-
3,추천해줘,-
1,스위트했으면,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,풀하고,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,신맛,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,2만원,-
5,넘어도,-
6,와인,-
7,좀,-
8,추천해줘,-
1,덜쓰고,tannic
2,와인,-
3,추천해줘,-
1,달달하지않게,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,풀,bold
5,와인,-
6,있어,-
1,시었으면,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,오만원보다,-
4,낮은,-
